campaignId,campaignName,adGroupId,adGroupName,targeting,campaignType,impressions,clicks,cost,clickThroughRate,costPerClick,purchases14d,sales14d,date,platform
amzn_cmp_00091,Loyalty Cart Abandoners - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00903,Manual Phrase 2,holiday gifts,SPONSORED_BRANDS_VIDEO,731573,34935,25492.96,4.78,0.73,1842,221062.34,2024-11-03,amazon
amzn_cmp_00091,Loyalty Retargeting - Core Terms SPONSORED_PRODUCTS,amzn_ag_00904,ASIN Targeting 3,holiday gifts,SPONSORED_PRODUCTS,149477,2721,4893.31,1.82,1.80,94,11506.79,2024-11-04,amazon
amzn_cmp_00091,Holiday Cart Abandoners - Core Terms SPONSORED_DISPLAY,amzn_ag_00905,Manual Exact 4,wireless earbuds,SPONSORED_DISPLAY,49616,265,2703.49,0.53,10.20,3,162.89,2024-11-05,amazon
amzn_cmp_00091,New Arrivals Lookalike - Broad SPONSORED_BRANDS_VIDEO,amzn_ag_00906,Manual Phrase 5,holiday gifts,SPONSORED_BRANDS_VIDEO,40370,1732,1152.07,4.29,0.67,98,8326.04,2024-11-06,amazon
amzn_cmp_00091,Black Friday Lapsed Customers - Promo Push SPONSORED_PRODUCTS,amzn_ag_00907,Auto 6,kitchen storage,SPONSORED_PRODUCTS,279973,15112,8813.29,5.40,0.58,761,49736.74,2024-11-07,amazon
amzn_cmp_00091,Loyalty Cart Abandoners - Core Terms SPONSORED_PRODUCTS,amzn_ag_00908,Manual Phrase 7,running shoes,SPONSORED_PRODUCTS,56708,706,2931.48,1.25,4.15,55,3737.13,2024-11-08,amazon
amzn_cmp_00091,Cyber Week Lapsed Customers - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00909,Manual Exact 8,competitor ASIN,SPONSORED_BRANDS_VIDEO,862937,2224,28667.45,0.26,12.89,113,8228.48,2024-11-09,amazon
amzn_cmp_00091,Holiday Prospecting - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00910,ASIN Targeting 9,holiday gifts,SPONSORED_BRANDS_VIDEO,764323,30134,30558.45,3.94,1.01,1732,108201.31,2024-11-10,amazon
amzn_cmp_00092,Black Friday Lookalike - Promo Push SPONSORED_BRANDS_VIDEO,amzn_ag_00911,ASIN Targeting 10,competitor ASIN,SPONSORED_BRANDS_VIDEO,476423,8790,10208.48,1.84,1.16,258,26107.40,2024-11-11,amazon
amzn_cmp_00092,New Arrivals High Intent - Top Sellers SPONSORED_PRODUCTS,amzn_ag_00912,ASIN Targeting 11,holiday gifts,SPONSORED_PRODUCTS,692143,29157,21828.04,4.21,0.75,2025,129314.05,2024-11-12,amazon
amzn_cmp_00092,Black Friday Prospecting - Value Props SPONSORED_BRANDS,amzn_ag_00913,Manual Exact 0,running shoes,SPONSORED_BRANDS,669661,7237,15629.84,1.08,2.16,92,6014.85,2024-11-13,amazon
amzn_cmp_00092,Cyber Week Lookalike - Promo Push SPONSORED_DISPLAY,amzn_ag_00914,ASIN Targeting 1,kitchen storage,SPONSORED_DISPLAY,682157,34447,12946.75,5.05,0.38,2063,296726.04,2024-11-14,amazon
amzn_cmp_00092,Black Friday Prospecting - Promo Push SPONSORED_BRANDS_VIDEO,amzn_ag_00915,ASIN Targeting 2,holiday gifts,SPONSORED_BRANDS_VIDEO,539109,29764,10175.93,5.52,0.34,1885,105680.97,2024-11-15,amazon
amzn_cmp_00092,Evergreen Lapsed Customers - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00916,Manual Phrase 3,holiday gifts,SPONSORED_BRANDS_VIDEO,889567,43607,35267.96,4.90,0.81,3301,337958.55,2024-11-16,amazon
amzn_cmp_00092,Black Friday High Intent - Core Terms SPONSORED_PRODUCTS,amzn_ag_00917,Auto 4,holiday gifts,SPONSORED_PRODUCTS,735294,13055,18349.17,1.78,1.41,666,73849.86,2024-11-17,amazon
amzn_cmp_00092,New Arrivals Prospecting - Broad SPONSORED_DISPLAY,amzn_ag_00918,Manual Exact 5,competitor ASIN,SPONSORED_DISPLAY,816018,52067,7465.72,6.38,0.14,1198,168105.56,2024-11-18,amazon
amzn_cmp_00092,Holiday Prospecting - Gift Guide SPONSORED_BRANDS,amzn_ag_00919,Manual Exact 6,kitchen storage,SPONSORED_BRANDS,883053,38150,36497.31,4.32,0.96,2924,193231.15,2024-11-19,amazon
amzn_cmp_00092,Holiday Cart Abandoners - Core Terms SPONSORED_BRANDS_VIDEO,amzn_ag_00920,Manual Exact 7,running shoes,SPONSORED_BRANDS_VIDEO,852366,10971,45774.78,1.29,4.17,274,15949.71,2024-11-20,amazon
amzn_cmp_00093,New Arrivals Retargeting - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00921,Manual Exact 8,kitchen storage,SPONSORED_BRANDS_VIDEO,354391,24837,16419.66,7.01,0.66,388,38943.28,2024-11-21,amazon
amzn_cmp_00093,Evergreen Prospecting - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00922,ASIN Targeting 9,running shoes,SPONSORED_BRANDS_VIDEO,264689,14858,6049.98,5.61,0.41,1042,46090.74,2024-11-22,amazon
amzn_cmp_00093,Black Friday High Intent - Promo Push SPONSORED_BRANDS_VIDEO,amzn_ag_00923,Manual Exact 10,running shoes,SPONSORED_BRANDS_VIDEO,782794,33110,41066.95,4.23,1.24,2453,102686.43,2024-11-23,amazon
amzn_cmp_00093,New Arrivals High Intent - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00924,Auto 11,running shoes,SPONSORED_BRANDS_VIDEO,587198,35791,13675.27,6.10,0.38,894,58386.80,2024-11-24,amazon
amzn_cmp_00093,Holiday Cart Abandoners - Value Props SPONSORED_DISPLAY,amzn_ag_00925,Auto 0,kitchen storage,SPONSORED_DISPLAY,316874,22294,6074.75,7.04,0.27,1605,222886.10,2024-11-25,amazon
amzn_cmp_00093,Loyalty Lapsed Customers - Broad SPONSORED_BRANDS_VIDEO,amzn_ag_00926,ASIN Targeting 1,holiday gifts,SPONSORED_BRANDS_VIDEO,131916,8303,4347.20,6.29,0.52,344,44989.87,2024-11-26,amazon
amzn_cmp_00093,New Arrivals High Intent - Broad SPONSORED_BRANDS,amzn_ag_00927,Manual Phrase 2,holiday gifts,SPONSORED_BRANDS,874152,60126,41612.23,6.88,0.69,3819,533874.95,2024-11-27,amazon
amzn_cmp_00093,Cyber Week Prospecting - Promo Push SPONSORED_BRANDS_VIDEO,amzn_ag_00928,Manual Phrase 3,kitchen storage,SPONSORED_BRANDS_VIDEO,746234,10563,29936.75,1.42,2.83,495,28874.89,2024-11-28,amazon
amzn_cmp_00093,Evergreen Prospecting - Promo Push SPONSORED_PRODUCTS,amzn_ag_00929,Manual Exact 4,competitor ASIN,SPONSORED_PRODUCTS,599911,33545,16754.41,5.59,0.50,2544,228339.72,2024-11-29,amazon
amzn_cmp_00093,Holiday Lapsed Customers - Promo Push SPONSORED_PRODUCTS,amzn_ag_00930,Manual Exact 5,running shoes,SPONSORED_PRODUCTS,51068,2375,2522.11,4.65,1.06,111,15315.41,2024-11-30,amazon
amzn_cmp_00094,Holiday Prospecting - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00931,Manual Exact 6,competitor ASIN,SPONSORED_BRANDS_VIDEO,382331,26588,14433.62,6.95,0.54,1005,74069.56,2024-11-01,amazon
amzn_cmp_00094,Loyalty Prospecting - Promo Push SPONSORED_DISPLAY,amzn_ag_00932,Manual Exact 7,holiday gifts,SPONSORED_DISPLAY,819857,26754,22131.54,3.26,0.83,388,54027.59,2024-11-02,amazon
amzn_cmp_00094,Cyber Week Retargeting - Promo Push SPONSORED_BRANDS,amzn_ag_00933,Manual Phrase 8,holiday gifts,SPONSORED_BRANDS,289515,16682,4911.19,5.76,0.29,795,53457.91,2024-11-03,amazon
amzn_cmp_00094,New Arrivals High Intent - Core Terms SPONSORED_BRANDS,amzn_ag_00934,Manual Exact 9,holiday gifts,SPONSORED_BRANDS,433419,14213,3740.89,3.28,0.26,191,26652.08,2024-11-04,amazon
amzn_cmp_00094,Holiday Prospecting - Top Sellers SPONSORED_BRANDS,amzn_ag_00935,Manual Phrase 10,competitor ASIN,SPONSORED_BRANDS,271642,13711,8976.70,5.05,0.65,588,34788.59,2024-11-05,amazon
amzn_cmp_00094,Loyalty High Intent - Promo Push SPONSORED_DISPLAY,amzn_ag_00936,Manual Exact 11,kitchen storage,SPONSORED_DISPLAY,850004,24273,44204.79,2.86,1.82,1634,71999.35,2024-11-06,amazon
amzn_cmp_00094,Cyber Week Retargeting - Top Sellers SPONSORED_PRODUCTS,amzn_ag_00937,Manual Exact 0,kitchen storage,SPONSORED_PRODUCTS,391470,27271,6075.15,6.97,0.22,1442,180640.22,2024-11-07,amazon
amzn_cmp_00094,Evergreen Cart Abandoners - Core Terms SPONSORED_BRANDS,amzn_ag_00938,Manual Exact 1,competitor ASIN,SPONSORED_BRANDS,325569,20085,15640.13,6.17,0.78,588,63283.39,2024-11-08,amazon
amzn_cmp_00094,Loyalty Lookalike - Value Props SPONSORED_DISPLAY,amzn_ag_00939,Auto 2,kitchen storage,SPONSORED_DISPLAY,659113,4161,9195.51,0.63,2.21,310,15214.27,2024-11-09,amazon
amzn_cmp_00094,Evergreen Prospecting - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00940,Manual Phrase 3,kitchen storage,SPONSORED_BRANDS_VIDEO,604035,6129,16735.20,1.01,2.73,307,19552.91,2024-11-10,amazon
amzn_cmp_00095,Evergreen High Intent - Core Terms SPONSORED_BRANDS,amzn_ag_00941,Manual Exact 4,running shoes,SPONSORED_BRANDS,271841,18376,13223.64,6.76,0.72,341,45917.00,2024-11-11,amazon
amzn_cmp_00095,Black Friday High Intent - Gift Guide SPONSORED_PRODUCTS,amzn_ag_00942,ASIN Targeting 5,running shoes,SPONSORED_PRODUCTS,150742,2546,4096.10,1.69,1.61,76,5212.07,2024-11-12,amazon
amzn_cmp_00095,Loyalty Retargeting - Core Terms SPONSORED_DISPLAY,amzn_ag_00943,Manual Exact 6,holiday gifts,SPONSORED_DISPLAY,747954,51984,33801.24,6.95,0.65,1939,166907.11,2024-11-13,amazon
amzn_cmp_00095,Black Friday Retargeting - Broad SPONSORED_BRANDS_VIDEO,amzn_ag_00944,ASIN Targeting 7,competitor ASIN,SPONSORED_BRANDS_VIDEO,82252,4421,1056.51,5.37,0.24,228,28284.19,2024-11-14,amazon
amzn_cmp_00095,Cyber Week Cart Abandoners - Core Terms SPONSORED_PRODUCTS,amzn_ag_00945,ASIN Targeting 8,kitchen storage,SPONSORED_PRODUCTS,846834,58208,18267.72,6.87,0.31,1621,100446.01,2024-11-15,amazon
amzn_cmp_00095,Black Friday Lapsed Customers - Core Terms SPONSORED_PRODUCTS,amzn_ag_00946,ASIN Targeting 9,kitchen storage,SPONSORED_PRODUCTS,148333,2264,7181.34,1.53,3.17,175,20766.45,2024-11-16,amazon
amzn_cmp_00095,Cyber Week High Intent - Broad SPONSORED_BRANDS_VIDEO,amzn_ag_00947,Manual Exact 10,running shoes,SPONSORED_BRANDS_VIDEO,444663,14593,11651.83,3.28,0.80,440,43727.93,2024-11-17,amazon
amzn_cmp_00095,Black Friday Lapsed Customers - Promo Push SPONSORED_BRANDS_VIDEO,amzn_ag_00948,Manual Exact 11,kitchen storage,SPONSORED_BRANDS_VIDEO,170269,2450,7015.00,1.44,2.86,33,4164.01,2024-11-18,amazon
amzn_cmp_00095,Black Friday Retargeting - Gift Guide SPONSORED_PRODUCTS,amzn_ag_00949,ASIN Targeting 0,wireless earbuds,SPONSORED_PRODUCTS,453974,14307,19547.58,3.15,1.37,340,18992.45,2024-11-19,amazon
amzn_cmp_00095,Loyalty Retargeting - Core Terms SPONSORED_PRODUCTS,amzn_ag_00950,Manual Exact 1,competitor ASIN,SPONSORED_PRODUCTS,715799,50322,16226.25,7.03,0.32,2633,380642.67,2024-11-20,amazon
amzn_cmp_00096,Cyber Week Cart Abandoners - Broad SPONSORED_BRANDS_VIDEO,amzn_ag_00951,ASIN Targeting 2,holiday gifts,SPONSORED_BRANDS_VIDEO,36830,483,1314.38,1.31,2.72,19,1900.13,2024-11-21,amazon
amzn_cmp_00096,Cyber Week Cart Abandoners - Promo Push SPONSORED_PRODUCTS,amzn_ag_00952,Manual Phrase 3,competitor ASIN,SPONSORED_PRODUCTS,43626,1846,1610.38,4.23,0.87,61,6247.71,2024-11-22,amazon
amzn_cmp_00096,New Arrivals Prospecting - Value Props SPONSORED_BRANDS_VIDEO,amzn_ag_00953,ASIN Targeting 4,wireless earbuds,SPONSORED_BRANDS_VIDEO,473881,2651,13956.40,0.56,5.26,38,2494.29,2024-11-23,amazon
amzn_cmp_00096,Cyber Week Cart Abandoners - Value Props SPONSORED_DISPLAY,amzn_ag_00954,Auto 5,kitchen storage,SPONSORED_DISPLAY,507698,15331,5711.56,3.02,0.37,349,40249.93,2024-11-24,amazon
amzn_cmp_00096,Holiday High Intent - Gift Guide SPONSORED_PRODUCTS,amzn_ag_00955,ASIN Targeting 6,running shoes,SPONSORED_PRODUCTS,594143,25817,4734.68,4.35,0.18,884,120498.09,2024-11-25,amazon
amzn_cmp_00096,Cyber Week Lapsed Customers - Broad SPONSORED_BRANDS_VIDEO,amzn_ag_00956,ASIN Targeting 7,competitor ASIN,SPONSORED_BRANDS_VIDEO,199312,8992,8049.59,4.51,0.90,274,39859.75,2024-11-26,amazon
amzn_cmp_00096,Cyber Week Prospecting - Top Sellers SPONSORED_BRANDS,amzn_ag_00957,ASIN Targeting 8,wireless earbuds,SPONSORED_BRANDS,140386,2291,4078.75,1.63,1.78,147,22011.39,2024-11-27,amazon
amzn_cmp_00096,Holiday High Intent - Value Props SPONSORED_DISPLAY,amzn_ag_00958,Manual Phrase 9,running shoes,SPONSORED_DISPLAY,893263,50612,34710.75,5.67,0.69,2604,350133.08,2024-11-28,amazon
amzn_cmp_00096,Cyber Week Lookalike - Value Props SPONSORED_PRODUCTS,amzn_ag_00959,Manual Exact 10,kitchen storage,SPONSORED_PRODUCTS,923783,30815,30079.05,3.34,0.98,2254,251404.89,2024-11-29,amazon
amzn_cmp_00096,Cyber Week Retargeting - Core Terms SPONSORED_BRANDS_VIDEO,amzn_ag_00960,Auto 11,wireless earbuds,SPONSORED_BRANDS_VIDEO,825191,30241,37102.29,3.66,1.23,576,21971.64,2024-11-30,amazon
amzn_cmp_00097,Holiday Lookalike - Core Terms SPONSORED_BRANDS_VIDEO,amzn_ag_00961,Auto 0,kitchen storage,SPONSORED_BRANDS_VIDEO,65488,179,2055.93,0.27,11.49,7,669.23,2024-11-01,amazon
amzn_cmp_00097,Holiday Prospecting - Gift Guide SPONSORED_BRANDS,amzn_ag_00962,Manual Exact 1,kitchen storage,SPONSORED_BRANDS,110841,3952,3291.08,3.57,0.83,296,33637.34,2024-11-02,amazon
amzn_cmp_00097,New Arrivals Prospecting - Core Terms SPONSORED_BRANDS_VIDEO,amzn_ag_00963,Manual Exact 2,running shoes,SPONSORED_BRANDS_VIDEO,518706,16243,26918.00,3.13,1.66,910,126659.56,2024-11-03,amazon
amzn_cmp_00097,New Arrivals Lookalike - Promo Push SPONSORED_BRANDS,amzn_ag_00964,Manual Exact 3,running shoes,SPONSORED_BRANDS,587160,34847,11187.88,5.93,0.32,1317,171941.01,2024-11-04,amazon
amzn_cmp_00097,Loyalty High Intent - Gift Guide SPONSORED_PRODUCTS,amzn_ag_00965,Manual Exact 4,wireless earbuds,SPONSORED_PRODUCTS,530217,13124,7945.49,2.48,0.61,741,84653.65,2024-11-05,amazon
amzn_cmp_00097,Holiday High Intent - Value Props SPONSORED_DISPLAY,amzn_ag_00966,Auto 5,kitchen storage,SPONSORED_DISPLAY,754048,14431,21980.71,1.91,1.52,833,110153.40,2024-11-06,amazon
amzn_cmp_00097,New Arrivals Prospecting - Core Terms SPONSORED_PRODUCTS,amzn_ag_00967,ASIN Targeting 6,wireless earbuds,SPONSORED_PRODUCTS,741714,4777,28492.15,0.64,5.96,129,13251.51,2024-11-07,amazon
amzn_cmp_00097,New Arrivals Cart Abandoners - Top Sellers SPONSORED_PRODUCTS,amzn_ag_00968,ASIN Targeting 7,wireless earbuds,SPONSORED_PRODUCTS,631817,19216,29635.38,3.04,1.54,214,10734.06,2024-11-08,amazon
amzn_cmp_00097,Cyber Week Lapsed Customers - Gift Guide SPONSORED_PRODUCTS,amzn_ag_00969,Manual Phrase 8,kitchen storage,SPONSORED_PRODUCTS,327431,9791,12400.07,2.99,1.27,79,6998.82,2024-11-09,amazon
amzn_cmp_00097,Loyalty Prospecting - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00970,ASIN Targeting 9,holiday gifts,SPONSORED_BRANDS_VIDEO,671282,40036,19046.94,5.96,0.48,2659,346870.87,2024-11-10,amazon
amzn_cmp_00098,New Arrivals High Intent - Core Terms SPONSORED_DISPLAY,amzn_ag_00971,Manual Phrase 10,competitor ASIN,SPONSORED_DISPLAY,392975,25264,17485.67,6.43,0.69,973,49866.67,2024-11-11,amazon
amzn_cmp_00098,Loyalty Lapsed Customers - Promo Push SPONSORED_BRANDS,amzn_ag_00972,Auto 11,running shoes,SPONSORED_BRANDS,838071,48450,16755.90,5.78,0.35,2985,446205.12,2024-11-12,amazon
amzn_cmp_00098,New Arrivals Prospecting - Broad SPONSORED_DISPLAY,amzn_ag_00973,Auto 0,wireless earbuds,SPONSORED_DISPLAY,842319,29482,18515.83,3.50,0.63,2055,301721.42,2024-11-13,amazon
amzn_cmp_00098,Cyber Week Retargeting - Gift Guide SPONSORED_BRANDS,amzn_ag_00974,Manual Exact 1,kitchen storage,SPONSORED_BRANDS,460492,20675,6885.70,4.49,0.33,1415,209910.46,2024-11-14,amazon
amzn_cmp_00098,Loyalty Lapsed Customers - Top Sellers SPONSORED_DISPLAY,amzn_ag_00975,Manual Exact 2,holiday gifts,SPONSORED_DISPLAY,531062,35403,14120.64,6.67,0.40,2361,237779.16,2024-11-15,amazon
amzn_cmp_00098,Cyber Week High Intent - Core Terms SPONSORED_DISPLAY,amzn_ag_00976,Manual Exact 3,running shoes,SPONSORED_DISPLAY,777517,28933,9634.18,3.72,0.33,238,13435.56,2024-11-16,amazon
amzn_cmp_00098,Loyalty Lookalike - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00977,Manual Exact 4,running shoes,SPONSORED_BRANDS_VIDEO,465949,19462,16191.31,4.18,0.83,953,40396.98,2024-11-17,amazon
amzn_cmp_00098,Loyalty Cart Abandoners - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00978,Auto 5,kitchen storage,SPONSORED_BRANDS_VIDEO,403684,30883,5618.92,7.65,0.18,651,57878.79,2024-11-18,amazon
amzn_cmp_00098,Black Friday Lookalike - Core Terms SPONSORED_BRANDS,amzn_ag_00979,Manual Exact 6,wireless earbuds,SPONSORED_BRANDS,358279,10093,5747.34,2.82,0.57,715,90116.09,2024-11-19,amazon
amzn_cmp_00098,Loyalty Lookalike - Top Sellers SPONSORED_BRANDS,amzn_ag_00980,Auto 7,running shoes,SPONSORED_BRANDS,59243,320,2384.53,0.54,7.45,10,1480.22,2024-11-20,amazon
amzn_cmp_00099,Evergreen Lapsed Customers - Top Sellers SPONSORED_DISPLAY,amzn_ag_00981,Manual Phrase 8,kitchen storage,SPONSORED_DISPLAY,737423,11215,19326.96,1.52,1.72,671,27629.66,2024-11-21,amazon
amzn_cmp_00099,Holiday Prospecting - Top Sellers SPONSORED_DISPLAY,amzn_ag_00982,Manual Exact 9,kitchen storage,SPONSORED_DISPLAY,710843,47690,11243.72,6.71,0.24,847,46699.95,2024-11-22,amazon
amzn_cmp_00099,Black Friday Prospecting - Core Terms SPONSORED_PRODUCTS,amzn_ag_00983,Manual Exact 10,holiday gifts,SPONSORED_PRODUCTS,478852,29294,5415.87,6.12,0.18,1952,170481.45,2024-11-23,amazon
amzn_cmp_00099,Loyalty Lookalike - Value Props SPONSORED_BRANDS_VIDEO,amzn_ag_00984,Auto 11,running shoes,SPONSORED_BRANDS_VIDEO,354419,3996,3319.04,1.13,0.83,45,4816.76,2024-11-24,amazon
amzn_cmp_00099,Black Friday Retargeting - Core Terms SPONSORED_DISPLAY,amzn_ag_00985,Auto 0,competitor ASIN,SPONSORED_DISPLAY,492194,5038,14049.30,1.02,2.79,178,23918.50,2024-11-25,amazon
amzn_cmp_00099,Black Friday Prospecting - Promo Push SPONSORED_PRODUCTS,amzn_ag_00986,Manual Phrase 1,holiday gifts,SPONSORED_PRODUCTS,507014,20172,6061.68,3.98,0.30,1569,83884.16,2024-11-26,amazon
amzn_cmp_00099,Evergreen High Intent - Value Props SPONSORED_DISPLAY,amzn_ag_00987,ASIN Targeting 2,kitchen storage,SPONSORED_DISPLAY,625212,2307,31338.32,0.37,13.58,161,23626.32,2024-11-27,amazon
amzn_cmp_00099,Black Friday Retargeting - Top Sellers SPONSORED_PRODUCTS,amzn_ag_00988,Auto 3,holiday gifts,SPONSORED_PRODUCTS,467768,11834,18442.24,2.53,1.56,639,36494.80,2024-11-28,amazon
amzn_cmp_00099,Evergreen Cart Abandoners - Core Terms SPONSORED_PRODUCTS,amzn_ag_00989,Auto 4,running shoes,SPONSORED_PRODUCTS,731568,44565,5796.70,6.09,0.13,1589,189199.13,2024-11-29,amazon
amzn_cmp_00099,Loyalty Lapsed Customers - Core Terms SPONSORED_PRODUCTS,amzn_ag_00990,Manual Exact 5,running shoes,SPONSORED_PRODUCTS,286419,13111,14049.62,4.58,1.07,218,28449.58,2024-11-30,amazon
amzn_cmp_00100,Loyalty Cart Abandoners - Top Sellers SPONSORED_BRANDS,amzn_ag_00991,Manual Exact 6,kitchen storage,SPONSORED_BRANDS,313140,11634,6334.58,3.72,0.54,580,59817.18,2024-11-01,amazon
amzn_cmp_00100,Holiday Prospecting - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00992,ASIN Targeting 7,kitchen storage,SPONSORED_BRANDS_VIDEO,715874,19222,29271.05,2.69,1.52,1020,40593.61,2024-11-02,amazon
amzn_cmp_00100,Evergreen Lookalike - Gift Guide SPONSORED_BRANDS_VIDEO,amzn_ag_00993,Manual Exact 8,competitor ASIN,SPONSORED_BRANDS_VIDEO,107945,7047,2409.10,6.53,0.34,425,22862.66,2024-11-03,amazon
amzn_cmp_00100,New Arrivals Retargeting - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00994,ASIN Targeting 9,wireless earbuds,SPONSORED_BRANDS_VIDEO,271911,18838,12054.61,6.93,0.64,337,43478.27,2024-11-04,amazon
amzn_cmp_00100,Black Friday Retargeting - Broad SPONSORED_DISPLAY,amzn_ag_00995,Auto 10,wireless earbuds,SPONSORED_DISPLAY,55825,1851,2249.56,3.32,1.22,94,7421.38,2024-11-05,amazon
amzn_cmp_00100,Evergreen Prospecting - Top Sellers SPONSORED_BRANDS_VIDEO,amzn_ag_00996,ASIN Targeting 11,wireless earbuds,SPONSORED_BRANDS_VIDEO,465934,7056,13655.12,1.51,1.94,408,48743.32,2024-11-06,amazon
amzn_cmp_00100,Holiday High Intent - Value Props SPONSORED_BRANDS,amzn_ag_00997,Auto 0,competitor ASIN,SPONSORED_BRANDS,237763,2697,5167.04,1.13,1.92,25,2514.03,2024-11-07,amazon
amzn_cmp_00100,New Arrivals Retargeting - Core Terms SPONSORED_BRANDS_VIDEO,amzn_ag_00998,ASIN Targeting 1,holiday gifts,SPONSORED_BRANDS_VIDEO,907345,44513,31061.49,4.91,0.70,1405,90380.98,2024-11-08,amazon
amzn_cmp_00100,Black Friday Prospecting - Value Props SPONSORED_DISPLAY,amzn_ag_00999,Auto 2,holiday gifts,SPONSORED_DISPLAY,536827,4193,12005.78,0.78,2.86,274,27302.58,2024-11-09,amazon
amzn_cmp_00100,New Arrivals Prospecting - Promo Push SPONSORED_BRANDS_VIDEO,amzn_ag_01000,Manual Phrase 3,kitchen storage,SPONSORED_BRANDS_VIDEO,384448,13221,19511.90,3.44,1.48,1012,120767.32,2024-11-10,amazon
amzn_cmp_00101,Evergreen Lapsed Customers - Core Terms SPONSORED_BRANDS,amzn_ag_01001,Auto 4,running shoes,SPONSORED_BRANDS,486568,21897,8613.50,4.50,0.39,671,31157.59,2024-11-11,amazon
amzn_cmp_00101,Evergreen Lapsed Customers - Value Props SPONSORED_PRODUCTS,amzn_ag_01002,Manual Phrase 5,wireless earbuds,SPONSORED_PRODUCTS,184785,7040,6698.55,3.81,0.95,358,46606.78,2024-11-12,amazon
amzn_cmp_00101,New Arrivals Cart Abandoners - Broad SPONSORED_BRANDS_VIDEO,amzn_ag_01003,Manual Exact 6,holiday gifts,SPONSORED_BRANDS_VIDEO,279689,15671,7562.82,5.60,0.48,511,41086.68,2024-11-13,amazon
amzn_cmp_00101,Cyber Week Cart Abandoners - Gift Guide SPONSORED_BRANDS,amzn_ag_01004,Auto 7,wireless earbuds,SPONSORED_BRANDS,886291,64586,22045.53,7.29,0.34,4712,673205.53,2024-11-14,amazon
amzn_cmp_00101,Holiday Cart Abandoners - Value Props SPONSORED_BRANDS_VIDEO,amzn_ag_01005,Manual Phrase 8,running shoes,SPONSORED_BRANDS_VIDEO,284540,9846,8055.62,3.46,0.82,133,9315.16,2024-11-15,amazon
amzn_cmp_00101,Cyber Week Lookalike - Top Sellers SPONSORED_BRANDS,amzn_ag_01006,Manual Exact 9,holiday gifts,SPONSORED_BRANDS,877969,51630,16247.35,5.88,0.31,3498,137213.41,2024-11-16,amazon
amzn_cmp_00101,Evergreen Lapsed Customers - Broad SPONSORED_BRANDS_VIDEO,amzn_ag_01007,Manual Phrase 10,running shoes,SPONSORED_BRANDS_VIDEO,769493,6834,26400.51,0.89,3.86,88,12982.31,2024-11-17,amazon
amzn_cmp_00101,Holiday Retargeting - Core Terms SPONSORED_BRANDS_VIDEO,amzn_ag_01008,Auto 11,competitor ASIN,SPONSORED_BRANDS_VIDEO,264155,17541,5088.56,6.64,0.29,806,73158.49,2024-11-18,amazon
amzn_cmp_00101,Holiday High Intent - Top Sellers SPONSORED_DISPLAY,amzn_ag_01009,ASIN Targeting 0,holiday gifts,SPONSORED_DISPLAY,380120,1218,14970.24,0.32,12.29,26,1730.61,2024-11-19,amazon
amzn_cmp_00101,Loyalty Cart Abandoners - Gift Guide SPONSORED_BRANDS,amzn_ag_01010,Manual Exact 1,holiday gifts,SPONSORED_BRANDS,693881,46832,10281.31,6.75,0.22,2946,140666.75,2024-11-20,amazon
amzn_cmp_00102,Evergreen Retargeting - Broad SPONSORED_PRODUCTS,amzn_ag_01011,ASIN Targeting 2,wireless earbuds,SPONSORED_PRODUCTS,755723,28828,27659.95,3.81,0.96,461,20321.67,2024-11-21,amazon
amzn_cmp_00102,Holiday High Intent - Core Terms SPONSORED_DISPLAY,amzn_ag_01012,Manual Exact 3,kitchen storage,SPONSORED_DISPLAY,667727,37363,34704.42,5.60,0.93,649,91264.88,2024-11-22,amazon
amzn_cmp_00102,Loyalty Retargeting - Promo Push SPONSORED_DISPLAY,amzn_ag_01013,Auto 4,wireless earbuds,SPONSORED_DISPLAY,689768,50951,20635.23,7.39,0.41,3292,142714.99,2024-11-23,amazon
amzn_cmp_00102,Cyber Week High Intent - Broad SPONSORED_BRANDS,amzn_ag_01014,Manual Phrase 5,wireless earbuds,SPONSORED_BRANDS,538165,13578,25529.75,2.52,1.88,807,42526.47,2024-11-24,amazon
amzn_cmp_00102,Holiday Prospecting - Gift Guide SPONSORED_BRANDS,amzn_ag_01015,Manual Exact 6,holiday gifts,SPONSORED_BRANDS,460600,5175,20001.56,1.12,3.87,182,20717.97,2024-11-25,amazon
